m2s_ratio lonm latm area(km2) Vol(km3/yr) nyr yrb yre elev(m) CT CN River_Name OCN
10000 -41.09 -21.02 505.0 0.189 14.5 1984 1999 -9999.0 BR SA Muqui do
10000 -70.52 -33.37 500.0 0.184 14.9 1943 1958 -9999.0 CL SA Mapocho PAC
10000 -39.18 -13.78 310.0 0.183 30.2 1969 1999 82.0 BR SA Cachoeira Grand
10000 -78.28 -9.48 2082.0 0.179 30.0 1931 1960 60.0 PE SA Casma PAC
10000 -1.45 35.15 6900.0 0.174 4.0 1976 1979 65.0 DZ AF Tafna MED
10000 35.30 -5.97 11400.0 0.172 24.6 1960 1984 860.0 TZ AF Bubu IND
10000 -70.52 -28.72 7187.0 0.162 41.0 1948 1989 -9999.0 CL SA Huasco PAC
10000 166.85 -22.23 61.0 0.159 27.0 1958 1984 -9999.0 NC PO Riviere des
10000 8.50 36.12 9000.0 0.159 4.0 1976 1979 327.0 TN AF Mellegue MED
10000 4.60 36.42 4309.0 0.152 2.7 1976 1978 220.0 DZ AF Bouselam (Soumm
10000 9.20 42.22 154.0 0.152 38.7 1959 1999 237.0 FR EU Vecchio MED
10000 -37.19 -10.66 1960.0 0.149 17.3 1972 1999 15.0 BR SA Sergipe ATL
10000 -8.47 37.30 386.0 0.139 36.8 1952 1992 59.0 PT EU Odelouca ATL
10000 -35.22 -6.45 3590.0 0.137 28.5 1927 1997 30.0 BR SA Curimatau ATL
10000 -1.27 51.09 237.0 0.134 19.8 1975 1999 -9999.0 UK EU Itchen ATL
10000 26.58 59.37 406.0 0.132 44.0 1942 1985 48.0 EE EU Kunda ATL
10000 -35.42 -5.63 2400.0 0.171 41.0 1912 1997 13.0 BR SA Ceara-Mirim ATL
10000 23.87 59.25 472.0 0.128 55.5 1929 1985 5.0 EE EU Vihterpalu (Vih
10000 -155.15 19.77 30.0 0.117 28.8 1911 1996 469.4 US Ho olii Stream
10000 1.11 35.87 2398.0 0.112 4.0 1976 1979 140.0 DZ AF Rhiou MED
10000 -78.02 -10.07 2046.0 0.109 27.0 1933 1960 30.0 PE SA Huarmey PAC
10000 -37.29 -5.29 2547.0 0.106 6.9 1993 1999 -9999.0 BR SA Carmo [do]
10000 -2.05 51.55 303.0 0.106 34.7 1964 1999 -9999.0 UK EU Avon (Bristol
10000 25.78 59.47 403.0 0.105 40.0 1945 1985 57.0 EE EU Valgey-yogi (Va
10000 -37.04 -10.70 302.0 0.104 22.8 1973 1999 8.0 BR SA Siriri ATL
10000 9.72 35.38 8575.0 0.103 2.7 1976 1978 232.0 TN AF Zeroud MED
10000 7.72 36.45 552.0 0.100 2.7 1976 1978 95.0 DZ AF Melah MED
10000 1.03 51.26 345.0 0.098 35.0 1964 1999 12.5 UK EU Great Stour
10000 -38.74 -12.53 390.0 0.092 4.9 1990 1994 8.0 BR SA Subae ATL
10000 -35.31 -6.06 2500.0 0.091 19.9 1977 1997 35.0 BR SA Trairi ATL
10000 -52.48 -31.71 133.0 0.089 33.6 1964 1999 10.0 BR SA Fragata [Arr]
10000 0.69 35.46 6635.0 0.089 2.7 1976 1978 205.0 DZ AF Mina MED
10000 115.83 -30.98 12295.0 0.072 30.6 1969 1999 -9999.0 WX AU Moore IND
10000 -6.54 33.70 3230.0 0.072 4.7 1980 1984 -9999.0 MA AF Bou Regreg
10000 17.73 60.02 284.0 0.066 83.5 1917 2002 -9999.0 SE EU Vattholmaan ATL
10000 13.18 66.40 18.0 0.062 72.0 1917 1988 -9999.0 NO EU Kjerringa ATL
10000 9.47 36.95 234.0 0.063 4.0 1976 1979 130.0 TN AF Joumine MED
10000 -4.70 37.05 761.0 0.050 7.0 1977 1984 -9999.0 ES EU Guadalhorce MED
10000 9.12 35.08 2200.0 0.048 40.5 1957 1998 481.0 TN AF Hatab MED
10000 115.11 -25.74 7796.0 0.046 25.1 1973 1998 -9999.0 WX AU Wooramel IND
10000 -1.22 35.07 1118.0 0.043 3.7 1976 1979 287.0 DZ AF Isser1 MED
10000 -159.42 22.07 16.2 0.043 82.0 1912 1996 152.4 US NA Eb Of
10000 -35.45 -5.82 2720.0 0.041 2.7 1933 1971 60.0 BR SA Potengi ATL
10000 8.95 36.29 500.0 0.039 16.4 1970 1994 280.0 TN AF Tessa MED
10000 -156.58 20.95 10.6 0.035 78.5 1913 1995 265.2 US NA Honokohau Strea
10000 -156.13 20.82 9.5 0.033 77.3 1914 1995 409.4 US NA West Wailuaiki
10000 176.73 -40.02 54.0 0.028 5.8 1965 1984 -9999.0 NZ PO Omakere PAC
10000 -35.22 -6.23 2498.0 0.024 2.0 1970 1971 20.0 BR SA Jacu ATL
10000 -69.53 -21.65 500.0 0.023 5.7 1966 1972 -9999.0 CL SA Loa PAC
10000 9.67 35.63 675.0 0.020 4.0 1976 1979 250.0 TN AF Merguellil MED
10000 3.42 36.65 829.0 0.019 3.7 1976 1979 60.0 DZ AF Boudouaou MED
10000 6.29 36.24 1220.0 0.011 2.7 1976 1978 710.0 DZ AF Rhumel MED
10000 10.11 35.65 180.0 0.007 23.7 1974 1998 600.0 TN AF Skhira MED
10000 -59.00 6.00 14000.0 24.473 16.7 1978 1995 -999.0 GU SA MAZARUNI ATL
10000 39.00 -5.50 25110.0 0.861 18.7 1959 1977 -999.0 TA AF PANGANI IND
10000 13.50 -9.50 163832.0 -999.000 -999.0 -999 -999 -999.0 AG AF CUANZA ATL
10000 120.00 30.00 67212.0 -999.000 -999.0 -999 -999 -999.0 CN AS FUCHUN JIANG
